Pred_velo,Prey_velo,PredN,PreyN,Speed,Prey_vis,Pred_vis,Encounter,Enc_sd
0.0001,0.0003,100,75,0.33333333333333337,0.8,0.5,10.6,4.623610902506587
0.0001,0.0003,100,100,0.33333333333333337,0.8,0.5,12.7,3.831158803518562
0.0001,0.0003,100,200,0.33333333333333337,0.8,0.5,16.9,2.0789954839350235
0.0001,0.0003,100,300,0.33333333333333337,0.8,0.5,16.5,3.5668224265054493
0.0001,0.0003,100,400,0.33333333333333337,0.8,0.5,20.6,3.7475918193480524
0.0001,0.0003,100,500,0.33333333333333337,0.8,0.5,19.5,7.5314156851300025
0.0001,0.0003,100,600,0.33333333333333337,0.8,0.5,24.3,6.129165250396392
0.0001,0.0003,100,700,0.33333333333333337,0.8,0.5,22.0,4.136557881996952
0.0001,0.0003,100,800,0.33333333333333337,0.8,0.5,22.3,6.447221623821122
0.0001,0.0003,100,900,0.33333333333333337,0.8,0.5,28.2,5.553777493242275
0.0001,0.0003,100,25,0.33333333333333337,1.0,0.5,7.3,3.0203016773531455
0.0001,0.0003,100,50,0.33333333333333337,1.0,0.5,10.5,3.5978388574871505
0.0001,0.0003,100,75,0.33333333333333337,1.0,0.5,9.4,2.716206504995115
0.0001,0.0003,100,100,0.33333333333333337,1.0,0.5,13.0,6.018490028422596
0.0001,0.0003,100,200,0.33333333333333337,1.0,0.5,16.5,2.8382310609877335
0.0001,0.0003,100,300,0.33333333333333337,1.0,0.5,17.0,5.163977794943222
0.0001,0.0003,100,400,0.33333333333333337,1.0,0.5,19.9,2.766867462592951
0.0001,0.0003,100,500,0.33333333333333337,1.0,0.5,22.5,4.672615256292062
0.0001,0.0003,100,600,0.33333333333333337,1.0,0.5,24.7,6.272515001532036
0.0001,0.0003,100,700,0.33333333333333337,1.0,0.5,24.4,5.561774297230456
0.0001,0.0003,100,800,0.33333333333333337,1.0,0.5,25.1,5.952590472502988
0.0001,0.0003,100,900,0.33333333333333337,1.0,0.5,25.4,5.853773711604052
0.0001,0.001,100,25,0.1,0.0,0.5,2.4,1.577621275493231
0.0001,0.001,100,50,0.1,0.0,0.5,3.5,1.8408935028645435
0.0001,0.001,100,75,0.1,0.0,0.5,4.1,1.6633299933166201
0.0001,0.001,100,100,0.1,0.0,0.5,4.3,1.4944341180973264
0.0001,0.001,100,200,0.1,0.0,0.5,7.5,2.068278940998476
0.0001,0.001,100,300,0.1,0.0,0.5,11.1,4.012480529547776
0.0001,0.001,100,400,0.1,0.0,0.5,12.1,4.067486256208427
0.0001,0.001,100,500,0.1,0.0,0.5,17.1,3.4785054261852175
0.0001,0.001,100,600,0.1,0.0,0.5,18.4,5.378971401051816
0.0001,0.001,100,700,0.1,0.0,0.5,22.4,5.337498373666159
0.0001,0.001,100,800,0.1,0.0,0.5,20.4,2.633122354417533
0.0001,0.001,100,900,0.1,0.0,0.5,28.6,4.599516882842757
0.0001,0.001,100,25,0.1,0.0001,0.5,1.6,0.9660917830792959
0.0001,0.001,100,50,0.1,0.0001,0.5,2.1,1.1972189997378648
0.0001,0.001,100,75,0.1,0.0001,0.5,2.9,1.66332999331662
0.0001,0.001,100,100,0.1,0.0001,0.5,3.3,1.2516655570345725
0.0001,0.001,100,200,0.1,0.0001,0.5,7.0,2.0548046676563256
0.0001,0.001,100,300,0.1,0.0001,0.5,9.0,2.8284271247461903
0.0001,0.001,100,400,0.1,0.0001,0.5,10.2,2.898275349237888
0.0001,0.001,100,500,0.1,0.0001,0.5,13.1,3.665151201974256
0.0001,0.001,100,600,0.1,0.0001,0.5,18.6,3.5023801430836525
0.0001,0.001,100,700,0.1,0.0001,0.5,19.8,2.394437999475729
0.0001,0.001,100,800,0.1,0.0001,0.5,21.9,6.2084172253839744
0.0001,0.001,100,900,0.1,0.0001,0.5,24.5,4.034572812303401
0.0001,0.001,100,25,0.1,0.001,0.5,2.0,1.4142135623730951
0.0001,0.001,100,50,0.1,0.001,0.5,3.9,1.3703203194062978
0.0001,0.001,100,75,0.1,0.001,0.5,5.3,2.0027758514399734
0.0001,0.001,100,100,0.1,0.001,0.5,7.6,3.0258148581093915
0.0001,0.001,100,200,0.1,0.001,0.5,11.9,4.701063709417263
0.0001,0.001,100,300,0.1,0.001,0.5,18.0,4.422166387140534
0.0001,0.001,100,400,0.1,0.001,0.5,19.7,5.012207320355197
0.0001,0.001,100,500,0.1,0.001,0.5,28.3,4.347413023856832
0.0001,0.001,100,600,0.1,0.001,0.5,35.5,3.9510898637098992
0.0001,0.001,100,700,0.1,0.001,0.5,43.9,5.10881590977792
0.0001,0.001,100,800,0.1,0.001,0.5,54.0,8.666666666666666
0.0001,0.001,100,900,0.1,0.001,0.5,51.0,6.4635731432217725
0.0001,0.001,100,25,0.1,0.025,0.5,8.1,2.5144029554194813
0.0001,0.001,100,50,0.1,0.025,0.5,13.7,3.3015148038438356
0.0001,0.001,100,75,0.1,0.025,0.5,19.0,4.642796092394707
0.0001,0.001,100,100,0.1,0.025,0.5,23.6,4.351245032554859
0.0001,0.001,100,200,0.1,0.025,0.5,40.3,8.512082915218551
0.0001,0.001,100,300,0.1,0.025,0.5,51.6,9.946523680831074
0.0001,0.001,100,400,0.1,0.025,0.5,58.0,10.593499054713803
0.0001,0.001,100,500,0.1,0.025,0.5,66.1,8.130190649671137
0.0001,0.001,100,600,0.1,0.025,0.5,77.8,15.654605286198265
0.0001,0.001,100,700,0.1,0.025,0.5,85.6,23.92674003889558
0.0001,0.001,100,800,0.1,0.025,0.5,104.0,10.739335795724674
0.0001,0.001,100,900,0.1,0.025,0.5,102.8,12.908223046656044
0.0001,0.001,100,25,0.1,0.05,0.5,7.1,2.2335820757001272
0.0001,0.001,100,50,0.1,0.05,0.5,12.9,5.384133067531753
0.0001,0.001,100,75,0.1,0.05,0.5,15.8,4.022160834399562
0.0001,0.001,100,100,0.1,0.05,0.5,22.9,6.854844191437825
0.0001,0.001,100,200,0.1,0.05,0.5,33.7,7.572611467944492
0.0001,0.001,100,300,0.1,0.05,0.5,42.0,7.71722460186015
0.0001,0.001,100,400,0.1,0.05,0.5,53.1,7.578478299324564
0.0001,0.001,100,500,0.1,0.05,0.5,55.6,11.500724614852174
0.0001,0.001,100,600,0.1,0.05,0.5,70.6,11.673331429659086
0.0001,0.001,100,700,0.1,0.05,0.5,74.4,12.53616989177937
0.0001,0.001,100,800,0.1,0.05,0.5,84.7,20.693799393377077
0.0001,0.001,100,900,0.1,0.05,0.5,74.8,11.429007928172167
0.0001,0.001,100,25,0.1,0.075,0.5,5.3,1.9465068427541912
0.0001,0.001,100,50,0.1,0.075,0.5,12.1,4.748099034818508
0.0001,0.001,100,75,0.1,0.075,0.5,14.7,4.877385456255112
0.0001,0.001,100,100,0.1,0.075,0.5,19.0,5.185449728701348
0.0001,0.001,100,200,0.1,0.075,0.5,25.7,2.8693785622209793
0.0001,0.001,100,300,0.1,0.075,0.5,44.2,7.814516406449389
0.0001,0.001,100,400,0.1,0.075,0.5,47.3,12.901765598380539
0.0001,0.001,100,500,0.1,0.075,0.5,52.0,9.486832980505138
0.0001,0.001,100,600,0.1,0.075,0.5,63.0,12.858201014657274
0.0001,0.001,100,700,0.1,0.075,0.5,72.2,9.577751997902917
0.0001,0.001,100,800,0.1,0.075,0.5,72.7,11.13602761810113
0.0001,0.001,100,900,0.1,0.075,0.5,90.4,12.149074038789951
0.0001,0.001,100,25,0.1,0.1,0.5,6.3,1.4944341180973264
0.0001,0.001,100,50,0.1,0.1,0.5,9.6,2.2211108331943574
0.0001,0.001,100,75,0.1,0.1,0.5,14.7,3.4334951418181574
0.0001,0.001,100,100,0.1,0.1,0.5,16.1,5.486346689738081
0.0001,0.001,100,200,0.1,0.1,0.5,31.7,6.307843442008441
0.0001,0.001,100,300,0.1,0.1,0.5,39.1,7.171703656268385
0.0001,0.001,100,400,0.1,0.1,0.5,45.8,6.390965845976995
0.0001,0.001,100,500,0.1,0.1,0.5,52.2,9.942054337230532
0.0001,0.001,100,600,0.1,0.1,0.5,58.0,10.402991022884823
0.0001,0.001,100,700,0.1,0.1,0.5,73.7,8.069834088890689
0.0001,0.001,100,800,0.1,0.1,0.5,68.0,10.263202878893768
0.0001,0.001,100,900,0.1,0.1,0.5,81.6,18.69164994797885
0.0001,0.001,100,25,0.1,0.2,0.5,7.4,2.3664319132398464
0.0001,0.001,100,50,0.1,0.2,0.5,9.6,2.988868236194653
0.0001,0.001,100,75,0.1,0.2,0.5,14.9,2.923088169119167
0.0001,0.001,100,100,0.1,0.2,0.5,17.8,4.366539438350085
0.0001,0.001,100,200,0.1,0.2,0.5,26.7,6.799509786251751
0.0001,0.001,100,300,0.1,0.2,0.5,36.7,4.762119042797837
0.0001,0.001,100,400,0.1,0.2,0.5,41.1,8.006247560499238
0.0001,0.001,100,500,0.1,0.2,0.5,50.5,6.670832032063167
0.0001,0.001,100,600,0.1,0.2,0.5,56.8,10.195859726161181
0.0001,0.001,100,700,0.1,0.2,0.5,58.5,8.809716857601675
0.0001,0.001,100,800,0.1,0.2,0.5,67.7,16.499494941765136
0.0001,0.001,100,900,0.1,0.2,0.5,71.3,11.991200477387112
0.0001,0.001,100,25,0.1,0.4,0.5,5.4,2.065591117977289
0.0001,0.001,100,50,0.1,0.4,0.5,11.0,3.8297084310253524
0.0001,0.001,100,75,0.1,0.4,0.5,14.8,3.1198290551460244
0.0001,0.001,100,100,0.1,0.4,0.5,17.0,4.47213595499958
0.0001,0.001,100,200,0.1,0.4,0.5,26.8,4.9396356140913875
0.0001,0.001,100,300,0.1,0.4,0.5,36.4,4.857983120596448
0.0001,0.001,100,400,0.1,0.4,0.5,44.0,10.749676997731399
0.0001,0.001,100,500,0.1,0.4,0.5,48.3,7.761013679496599
0.0001,0.001,100,600,0.1,0.4,0.5,55.9,11.08001203368781
0.0001,0.001,100,700,0.1,0.4,0.5,60.6,8.315981935740094
0.0001,0.001,100,800,0.1,0.4,0.5,63.0,10.687479694587598
0.0001,0.001,100,900,0.1,0.4,0.5,69.3,14.78024206687954
0.0001,0.001,100,25,0.1,0.6,0.5,6.1,2.4698178070456938
0.0001,0.001,100,50,0.1,0.6,0.5,10.4,3.0983866769659336
0.0001,0.001,100,75,0.1,0.6,0.5,12.2,3.9944405810520642
0.0001,0.001,100,100,0.1,0.6,0.5,17.1,3.4140233677518315
0.0001,0.001,100,200,0.1,0.6,0.5,26.4,3.438345855527367
0.0001,0.001,100,300,0.1,0.6,0.5,31.4,6.022181221672649
0.0001,0.001,100,400,0.1,0.6,0.5,44.7,8.44656406146573
0.0001,0.001,100,500,0.1,0.6,0.5,50.7,9.080504146552412
0.0001,0.001,100,600,0.1,0.6,0.5,61.0,8.70504323813373
0.0001,0.001,100,700,0.1,0.6,0.5,60.4,9.082339395160746
0.0001,0.001,100,800,0.1,0.6,0.5,63.2,7.37563556583431
0.0001,0.001,100,900,0.1,0.6,0.5,76.5,13.826303434637426
0.0001,0.001,100,25,0.1,0.8,0.5,6.2,2.616188916046478
0.0001,0.001,100,50,0.1,0.8,0.5,10.1,2.7264140062238043
0.0001,0.001,100,75,0.1,0.8,0.5,13.7,4.295992965026311
0.0001,0.001,100,100,0.1,0.8,0.5,17.4,4.6475800154489
0.0001,0.001,100,200,0.1,0.8,0.5,24.3,6.2012543533994435
0.0001,0.001,100,300,0.1,0.8,0.5,38.3,8.667307668602875
0.0001,0.001,100,400,0.1,0.8,0.5,40.2,9.04064894425911
0.0001,0.001,100,500,0.1,0.8,0.5,49.0,9.944289260117532
0.0001,0.001,100,600,0.1,0.8,0.5,56.7,11.324015777688292
0.0001,0.001,100,700,0.1,0.8,0.5,57.5,10.585629672133612
0.0001,0.001,100,800,0.1,0.8,0.5,61.6,9.299940262651631
0.0001,0.001,100,900,0.1,0.8,0.5,76.2,8.216514535440872
0.0001,0.001,100,25,0.1,1.0,0.5,6.3,1.766981104093143
0.0001,0.001,100,50,0.1,1.0,0.5,10.8,3.583914681524163
0.0001,0.001,100,75,0.1,1.0,0.5,13.7,2.4517567397911053
0.0001,0.001,100,100,0.1,1.0,0.5,16.6,5.966573556070519
0.0001,0.001,100,200,0.1,1.0,0.5,26.8,6.250333324444918
0.0001,0.001,100,300,0.1,1.0,0.5,35.6,3.6270588023294517
0.0001,0.001,100,400,0.1,1.0,0.5,41.4,6.899275324264136
0.0001,0.001,100,500,0.1,1.0,0.5,47.1,10.556198810809379
0.0001,0.001,100,600,0.1,1.0,0.5,53.0,12.788884062167252
0.0001,0.001,100,700,0.1,1.0,0.5,61.5,9.180292902613607
0.0001,0.001,100,800,0.1,1.0,0.5,67.2,12.568037060557847
0.0001,0.001,100,900,0.1,1.0,0.5,75.4,10.946333734279357
